asin,name,date,rating,review,brandName,product,clean_review_text
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-07-23,4,I loved this face wash nice clean feel post the use I mostly used high end face products coz I have dry skin and what we usually get in the market is for oily skin but this is my new fav Well done Himalaya ,Himalaya,Moisturizing-Aloe-Vera-200ml,loved face wash nice clean feel post use mostly used high end face products coz dry skin usually get market oily skin new fav well done himalaya
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-10-05,5,A very good product for winters for extremely dry skin smells gud leaves your skin soft and supple n pea size product is enough and to be used on wet face gives a little lather a very good facewash for this price have been using from one month now ,Himalaya,Moisturizing-Aloe-Vera-200ml,good product winters extremely dry skin smells gud leaves skin soft supple n pea size product enough used wet face gives little lather good facewash price using one month
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-09-10,1,It contains ammonia guyz It s very dangerous I bought it and used it one day one the next day morning my face swelled But my skin is smooth and its glowing but I had numerous side effects They will sell their products but people health could completely damaged,Himalaya,Moisturizing-Aloe-Vera-200ml,contains ammonia guyz dangerous bought used one day one next day morning face swelled skin smooth glowing numerous side effects sell products people health could completely damaged
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-07-30,3,Why free article not delivered provided along product where it is clearly mentioned on bottle that free body lotion 100ml and not for individual sale ,Himalaya,Moisturizing-Aloe-Vera-200ml,free article delivered provided along product clearly mentioned bottle free body lotion 100ml individual sale
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-07-21,5,Product is just awesome If u have dry skin then this is the right one for u Mine is damn dry skin and it is working just awesome unlike other face wash Even Himalaya neem face is not that good like aloevera one ,Himalaya,Moisturizing-Aloe-Vera-200ml,product awesome u dry skin right one u mine damn dry skin working awesome unlike face wash even himalaya neem face good like aloevera one
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2017-04-30,5,This is superb I love it from the day I started using it It works like a charm My skin is as soft as that of a new born baby and I receive loads of compliments day in and day out for this Thank You so much Himalaya Herbals A big thanks to Amazon for the lovely packing and packaging of the product as well as timely delivery If you found my review helpful please click on helpful and let me know Divine Thanks BLESSED BE ,Himalaya,Moisturizing-Aloe-Vera-200ml,superb love day started using works like charm skin soft new born baby receive loads compliments day day thank much himalaya herbals big thanks amazon lovely packing packaging product well timely delivery found review helpful please click helpful let know divine thanks blessed
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-12-03,1,I regularly buy products from Amazon in but this was for the 1st time I had to face disappointment Upon opening the package I found that the Himalaya moisturizing Aloe Vera face wash was missing by half ,Himalaya,Moisturizing-Aloe-Vera-200ml,regularly buy products amazon 1st time face disappointment upon opening package found himalaya moisturizing aloe vera face wash missing half
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-08-07,3,Bought this product and delivered yesterday 6th Aug Delivery and Packaging is superb as always Regarding face wash Suitable for dry face only Therefore not recommended for other skin types Kind of sticky and thus does not gives clean look ,Himalaya,Moisturizing-Aloe-Vera-200ml,bought product delivered yesterday 6th aug delivery packaging superb always regarding face wash suitable dry face therefore recommended skin types kind sticky thus gives clean look
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2019-01-25,5,Initially I thought this face wash is waste of money as it doesn t lather at all but used it for a month anyways I have started noticing a lot of difference in my skin This made my skin very soft n all the dry patches I had on my face have reduced as this doesn t dry your skin rather hydrate your skin along with cleaning it Best face wash for people with sensitive n dry skin ,Himalaya,Moisturizing-Aloe-Vera-200ml,initially thought face wash waste money lather used month anyways started noticing lot difference skin made skin soft n dry patches face reduced dry skin rather hydrate skin along cleaning best face wash people sensitive n dry skin
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2019-10-22,4,First impression lathers very poorly It s like applying lotion and washing it off But well lack of foam doesn t necessarily mean it s not cleaning my skin Second impression after washing mmm skin does feel better will try using it againFinal impression after using it some more Very good It really does moisturize your skin Perfect for dry skin specially in harsh winter I ve very dry and sensitive skin so i need a very good moisturising skin care routine specially in winter months My sensitive skin does not agree with random products bought off the shelf I tried this in 100ml tube as it s herbal and I liked as it really does moisturize my dry skin so I bought this 200ml pack from Amazon I removed a star though as it s outlet is so big a very generous amount plops out in single pump and you end up finishing it up way faster as compared to other face wash the 100ml tube had a very generous outlet too ,Himalaya,Moisturizing-Aloe-Vera-200ml,first impression lathers poorly like applying lotion washing well lack foam necessarily mean cleaning skin second impression washing mmm skin feel better try using againfinal impression using good really moisturize skin perfect dry skin specially harsh winter dry sensitive skin need good moisturising skin care routine specially winter months sensitive skin agree random products bought shelf tried 100ml tube herbal liked really moisturize dry skin bought 200ml pack amazon removed star though outlet big generous amount plops single pump end finishing way faster compared face wash 100ml tube generous outlet
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-07-23,4,I loved this face wash nice clean feel post the use I mostly used high end face products coz I have dry skin and what we usually get in the market is for oily skin but this is my new fav Well done Himalaya ,Himalaya,Moisturizing-Aloe-Vera-200ml,loved face wash nice clean feel post use mostly used high end face products coz dry skin usually get market oily skin new fav well done himalaya
B00H5NMNXC,Himalaya-Moisturizing-Aloe-Vera-200ml,2018-10-05,5,A very good product for winters for extremely dry skin smells gud leaves your skin soft and supple n pea size product is enough and to be used on wet face gives a little lather a very good facewash for this price have been using from one month now ,Himalaya,Moisturizing-Aloe-Vera-200ml,good product winters extremely dry skin smells gud leaves skin soft supple n pea size product enough used wet face gives little lather good facewash price using one month
